LocationName,LocationID,Latitude,Longitude,Year,Month,Day,ObservationType,Observation,Species,cultivar,descriptive,catagorical,numeral,location,freeze
Shirley Plantation,p0001,NA,NA,1853,January,4,livestock,feeding,cows,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,5,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,5,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,5,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,January,5,weather,temperature,NA,NA,ground frozen,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,January,5,operations,treating,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,January,6,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,6,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,6,labor,general,corn,NA,na,gathering,,,
Shirley Plantation,p0001,NA,NA,1853,January,7,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,7,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,7,labor,general,corn,NA,finished,gathering,,,
Shirley Plantation,p0001,NA,NA,1853,January,8,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,8,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,8,operations,plowing,NA,NA,na,NA,,Bake House field,
Shirley Plantation,p0001,NA,NA,1853,January,8,labor,hauling,NA,NA,na,manure,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,9,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,9,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,10,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,10,weather,temperature,NA,NA,spring weather,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,10,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,10,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,10,labor,hauling,corn,NA,hauling corn stalks to feed cattle,stalks,,,
Shirley Plantation,p0001,NA,NA,1853,January,11,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,11,weather,temperature,NA,NA,warm for season,warm,,,
Shirley Plantation,p0001,NA,NA,1853,January,11,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,11,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,12,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,January,12,weather,precipitation,NA,NA,all day,heavy rain,,,
Shirley Plantation,p0001,NA,NA,1853,January,12,operations,shelling,corn,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,weather,cloud cover,NA,NA,na,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,weather,precipitation,NA,NA,na,misty,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,13,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,14,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,14,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,14,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,14,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,15,weather,cloud cover,NA,NA,disagreeable,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,January,15,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,15,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,15,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,16,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,16,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,January,16,weather,temperature,NA,NA,wintery,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,17,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,17,weather,temperature,NA,NA,na,Fahrenheit,19,,
Shirley Plantation,p0001,NA,NA,1853,January,17,weather,temperature,NA,NA,ground hard frozen,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,January,17,agriculture,harvesting,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,17,labor,hauling,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,17,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,17,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,18,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,18,weather,temperature,NA,NA,winter day,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,18,weather,temperature,NA,NA,ground hard frozen,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,January,18,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,18,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,19,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,19,weather,temperature,NA,NA,winter weather,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,19,weather,temperature,NA,NA,ground hard frozen,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,January,19,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,19,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,20,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,20,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,20,weather,temperature,NA,NA,ice on river,inches,1.5,,
Shirley Plantation,p0001,NA,NA,1853,January,20,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,20,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,21,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,21,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,21,weather,temperature,NA,NA,milder in melting,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,January,21,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,21,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,weather,precipitation,NA,NA,night,frost,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,operations,treating,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,22,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,23,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,23,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,24,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,24,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,24,labor,butchering,cows,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,January,24,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,24,operations,treating,NA,NA,na,manure,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,25,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,25,weather,temperature,NA,NA,pleasant,cool,,,
Shirley Plantation,p0001,NA,NA,1853,January,25,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,25,operations,treating,NA,NA,na,manure,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,26,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,26,weather,temperature,NA,NA,wintery,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,26,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,January,26,operations,plowing,NA,NA,finished,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,26,operations,treating,NA,NA,na,manure,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,27,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,27,weather,temperature,NA,NA,winter,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,27,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,January,27,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,28,weather,temperature,NA,NA,not as cold as yesterday,cold,,,
Shirley Plantation,p0001,NA,NA,1853,January,28,agriculture,sowing,clover,NA,bushels,NA,3,,
Shirley Plantation,p0001,NA,NA,1853,January,28,labor,hauling,NA,NA,na,manure,,,
Shirley Plantation,p0001,NA,NA,1853,January,29,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,29,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,29,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,January,30,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,30,weather,temperature,NA,NA,spring weather,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,30,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,January,31,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,January,31,weather,temperature,NA,NA,spring weather,mild,,,
Shirley Plantation,p0001,NA,NA,1853,January,31,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,January,31,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,January,31,labor,hauling,NA,NA,finished,manure,,,
Shirley Plantation,p0001,NA,NA,1853,February,1,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,1,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,1,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,1,agriculture,sowing,clover,NA,begin,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,2,weather,cloud cover,NA,NA,na,fog,,,
Shirley Plantation,p0001,NA,NA,1853,February,2,weather,temperature,NA,NA,na,warm,,,
Shirley Plantation,p0001,NA,NA,1853,February,2,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,2,agriculture,sowing,clover,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,3,weather,cloud cover,NA,NA,morning,fog,,,
Shirley Plantation,p0001,NA,NA,1853,February,3,weather,cloud cover,NA,NA,evening,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,3,weather,temperature,NA,NA,na,warm,,,
Shirley Plantation,p0001,NA,NA,1853,February,3,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,3,agriculture,sowing,clover,NA,finished,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,4,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,4,weather,temperature,NA,NA,spring weather,warm,,,
Shirley Plantation,p0001,NA,NA,1853,February,4,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,4,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,4,labor,hauling,NA,NA,hauling gravel on to road,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,5,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,5,weather,temperature,NA,NA,na,Fahrenheit,75,,
Shirley Plantation,p0001,NA,NA,1853,February,5,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,5,agriculture,harvesting,corn,NA,stalks,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,6,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,6,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,6,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,February,7,weather,cloud cover,NA,NA,na,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,February,7,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,7,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,February,7,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,7,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,7,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,8,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,8,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,8,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,8,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,9,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,9,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,February,9,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,9,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,9,labor,hauling,NA,NA,gravel,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,9,labor,repairing,NA,NA,road,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,10,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,10,weather,temperature,NA,NA,spring weather,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,10,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,February,10,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,10,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,11,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,11,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,11,operations,plowing,NA,NA,na,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,11,agriculture,harvesting,corn,NA,stalks,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,12,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,12,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,12,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,February,12,operations,plowing,NA,NA,finished,NA,,cornland,
Shirley Plantation,p0001,NA,NA,1853,February,12,operations,plowing,NA,NA,begin,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,13,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,13,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,14,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,14,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,February,14,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,14,operations,plowing,NA,NA,na,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,15,weather,temperature,NA,NA,wintery day,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,15,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,15,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,February,15,operations,plowing,NA,NA,na,NA,,oat land,
Shirley Plantation,p0001,NA,NA,1853,February,15,agriculture,harvesting,corn,NA,stalks,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,15,labor,general,NA,NA,clearing ditches,NA,,Bayfield,
Shirley Plantation,p0001,NA,NA,1853,February,16,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,16,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,February,16,weather,windy,NA,NA,shift to se,se,,,
Shirley Plantation,p0001,NA,NA,1853,February,16,weather,precipitation,NA,NA,all day/night,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,17,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,17,weather,temperature,NA,NA,land wet to excess,cool,,,
Shirley Plantation,p0001,NA,NA,1853,February,17,operations,treating,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,February,17,labor,general,NA,NA,clearing ditches,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,18,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,18,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,18,labor,general,NA,NA,clearing ditches,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,18,labor,general,NA,NA,clearing fences,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,19,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,19,weather,precipitation,NA,NA,na,snowstorm,,,
Shirley Plantation,p0001,NA,NA,1853,February,19,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,February,19,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,20,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,20,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,February,21,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,21,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,21,weather,temperature,NA,NA,melting rapidly,freeze,,,freeze
Shirley Plantation,p0001,NA,NA,1853,February,21,labor,butchering,cows,NA,na,NA,2,,
Shirley Plantation,p0001,NA,NA,1853,February,22,weather,cloud cover,NA,NA,na,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,February,22,weather,precipitation,NA,NA,night,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,22,labor,general,NA,NA,clearing ditches,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,22,labor,general,NA,NA,clearing fences,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,precipitation,NA,NA,morning,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,storm,NA,NA,thunderstorm,storm,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,windy,NA,NA,violent,NA,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,precipitation,NA,NA,noon,rain,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,cloud cover,NA,NA,evening,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,23,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,February,24,weather,temperature,NA,NA,wintey,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,24,weather,windy,NA,NA,nw,nw,,,
Shirley Plantation,p0001,NA,NA,1853,February,24,labor,hauling,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,February,25,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,February,25,weather,temperature,NA,NA,na,ground hard frozen,,,freeze
Shirley Plantation,p0001,NA,NA,1853,February,25,labor,hauling,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,February,26,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,26,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,26,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,February,26,labor,hauling,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,February,27,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,February,27,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,February,27,weather,cloud cover,NA,NA,night,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,February,28,weather,precipitation,NA,NA,off/on,rained,,,
Shirley Plantation,p0001,NA,NA,1853,February,28,weather,windy,NA,NA,se,se,,,
Shirley Plantation,p0001,NA,NA,1853,February,28,weather,windy,NA,NA,shift to sw,sw,,,
Shirley Plantation,p0001,NA,NA,1853,February,28,operations,shelling,corn,NA,horse,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,1,weather,cloud cover,NA,NA,morning,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,1,weather,precipitation,NA,NA,violent,rain storm,,,
Shirley Plantation,p0001,NA,NA,1853,March,1,weather,precipitation,NA,NA,na,rain,,,
Shirley Plantation,p0001,NA,NA,1853,March,1,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,March,1,labor,hauling,hay,NA,na,straw,,pasture field,
Shirley Plantation,p0001,NA,NA,1853,March,1,labor,repairing,NA,NA,fences,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,2,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,2,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,March,2,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,March,2,labor,hauling,hay,NA,na,straw,,pasture field,
Shirley Plantation,p0001,NA,NA,1853,March,3,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,3,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,March,3,labor,hauling,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,March,4,weather,precipitation,NA,NA,na,snow storm,,,
Shirley Plantation,p0001,NA,NA,1853,March,4,weather,windy,NA,NA,n,n,,,
Shirley Plantation,p0001,NA,NA,1853,March,5,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,5,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,March,5,weather,windy,NA,NA,NA,sw,,,
Shirley Plantation,p0001,NA,NA,1853,March,5,labor,hauling,hay,NA,na,straw,,,
Shirley Plantation,p0001,NA,NA,1853,March,6,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,6,weather,temperature,NA,NA,na,cold,,,
Shirley Plantation,p0001,NA,NA,1853,March,7,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,March,7,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,7,labor,hauling,hay,NA,na,straw,,pasture field,
Shirley Plantation,p0001,NA,NA,1853,March,7,labor,hauling,hay,NA,na,straw,,oat land in Bayfield,
Shirley Plantation,p0001,NA,NA,1853,March,8,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,8,weather,temperature,NA,NA,spring weather,warm,,,
Shirley Plantation,p0001,NA,NA,1853,March,8,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,8,labor,hauling,hay,NA,na,straw,,oat land in Bayfield,
Shirley Plantation,p0001,NA,NA,1853,March,9,weather,cloud cover,NA,NA,na,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,March,9,weather,precipitation,NA,NA,slight,rain,,,
Shirley Plantation,p0001,NA,NA,1853,March,9,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,9,labor,hauling,hay,NA,na,straw,,oat land in Bayfield,
Shirley Plantation,p0001,NA,NA,1853,March,10,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,10,weather,temperature,NA,NA,na,cool,,,
Shirley Plantation,p0001,NA,NA,1853,March,10,weather,windy,NA,NA,e,e,,,
Shirley Plantation,p0001,NA,NA,1853,March,10,operations,plowing,NA,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,10,labor,hauling,hay,NA,na,straw,,oat land,
Shirley Plantation,p0001,NA,NA,1853,March,10,operations,landscaping,NA,NA,na,water furrowing,,,
Shirley Plantation,p0001,NA,NA,1853,March,11,weather,precipitation,NA,NA,half the day,rain,,,
Shirley Plantation,p0001,NA,NA,1853,March,11,weather,windy,NA,NA,ne,ne,,,
Shirley Plantation,p0001,NA,NA,1853,March,11,operations,shelling,corn,NA,sale,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,12,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,12,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,March,12,operations,shelling,oats,NA,na,NA,,Bayfield,
Shirley Plantation,p0001,NA,NA,1853,March,12,agriculture,sowing,oats,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,13,weather,cloud cover,NA,NA,alternatively,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,13,weather,cloud cover,NA,NA,alternatively,cloudy,,,
Shirley Plantation,p0001,NA,NA,1853,March,13,weather,temperature,NA,NA,na,warm,,,
Shirley Plantation,p0001,NA,NA,1853,March,14,weather,cloud cover,NA,NA,na,clear,,,
Shirley Plantation,p0001,NA,NA,1853,March,14,weather,temperature,NA,NA,na,mild,,,
Shirley Plantation,p0001,NA,NA,1853,March,14,agriculture,sowing,oats,NA,na,NA,,,
Shirley Plantation,p0001,NA,NA,1853,March,15,weather,cloud cover,NA,NA,na,clear,,,
